,src,dst,weight
0,Tech_House,Techno,0.233264366281786
1,Techno,Tech_House,0.08821302372539122
2,Deep_House,Tech_House,0.16281733155182287
3,Tech_House,Deep_House,0.17079356604151372
4,Deep_House,Techno,0.08395368072787428
5,Techno,Deep_House,0.03330388692579505
6,Electro,IDM,0.04905348557692308
7,IDM,Electro,0.16990828075196773
8,Progressive_House,Trance,0.11255280627640314
9,Trance,Progressive_House,0.05201506066099568
10,Breakbeat,Hardcore,0.25002680965147456
11,Hardcore,Breakbeat,0.06656578778318653
12,Breakbeat,Jungle,0.10235924932975872
13,Jungle,Breakbeat,0.2135824569254867
14,Hardcore,Jungle,0.025195928680532755
15,Jungle,Hardcore,0.19747147012754532
16,Drum_n_Bass,Jungle,0.1435152374202693
17,Jungle,Drum_n_Bass,0.49843365406131124
18,Bleep,Breakbeat,0.3972055888223553
19,Breakbeat,Bleep,0.010670241286863271
20,Bleep,Techno,0.7584830339321357
21,Techno,Bleep,0.004795557799091368
22,Breakbeat,Techno,0.17270777479892763
23,Techno,Breakbeat,0.04064866229177183
24,Bleep,Hardcore,0.25149700598802394
25,Hardcore,Bleep,0.0017986895262023382
26,Hardcore,Techno,0.04810780716906254
27,Techno,Hardcore,0.04252902574457345
28,Ambient,Breakbeat,0.015060413445570636
29,Breakbeat,Ambient,0.05640750670241287
30,Ambient,Techno,0.07515890740422608
31,Techno,Ambient,0.06625441696113074
32,Electro,Techno,0.1582970252403846
33,Techno,Electro,0.10637304391721353
34,Abstract,Ambient,0.2838232609092569
35,Ambient,Abstract,0.0890167783313291
36,Abstract,Experimental,0.534325360598868
37,Experimental,Abstract,0.13259781155841507
38,Ambient,Experimental,0.2843297257057779
39,Experimental,Ambient,0.22497224802337962
40,Acid,Techno,0.5910872704765835
41,Techno,Acid,0.10846794548207976
42,Electro,Synth-pop,0.13226787860576922
43,Synth-pop,Electro,0.10825059174326028
44,Experimental,Techno,0.05613828413493124
45,Techno,Experimental,0.06254416961130742
46,Abstract,Techno,0.08366806645974073
47,Techno,Abstract,0.02313225643614336
48,Abstract,Minimal,0.07599963483658938
49,Minimal,Abstract,0.07339004716357385
50,Minimal,Techno,0.29316348569665446
51,Techno,Minimal,0.08393488137304392
52,Experimental,Minimal_Techno,0.0028091796742257765
53,Minimal_Techno,Experimental,0.08882521489971347
54,Abstract,Tribal,0.012278619682307833
55,Tribal,Abstract,0.035283315844700944
56,Experimental,Tribal,0.011429283432636324
57,Tribal,Experimental,0.13234522560335782
58,Techno,Tribal,0.02258960121150934
59,Tribal,Techno,0.23478488982161594
60,Progressive_Trance,Trance,0.3234947566866973
61,Trance,Progressive_Trance,0.1093890073111939
62,Britpop,Indie_Rock,0.522347872913301
63,Indie_Rock,Britpop,0.014555385492632274
64,Acid,Hard_Trance,0.07743621484079499
65,Hard_Trance,Acid,0.08860560276990873
66,Ambient,Minimal_Techno,0.004437954532440016
67,Minimal_Techno,Ambient,0.11103151862464183
68,IDM,Techno,0.18220256293501594
69,Techno,IDM,0.035348308934881376
70,Minimal,Tech_House,0.2573720632961608
71,Tech_House,Minimal,0.1948541680571314
72,Electro,Minimal,0.03731595552884615
73,Minimal,Electro,0.08758319742583859
74,Electro,Tech_House,0.04619891826923077
75,Tech_House,Electro,0.08209303877728091
76,Electro,Trance,0.022141676682692308
77,Trance,Electro,0.023487459409924895
78,IDM,Minimal,0.036687699212905746
79,Minimal,IDM,0.024860052012165557
80,IDM,Tech_House,0.012684576855525922
81,Tech_House,IDM,0.006507375025028366
82,IDM,Trance,0.009887465036102256
83,Trance,IDM,0.0030280694065382393
84,Minimal,Trance,0.004980826023714021
85,Trance,Minimal,0.0022511305456501384
86,Tech_House,Trance,0.020856971234065273
87,Trance,Tech_House,0.012450943283463155
88,Techno,Trance,0.05459363957597173
89,Trance,Techno,0.08618044903081858
90,Abstract,Alternative_Rock,0.012780719371918934
91,Alternative_Rock,Abstract,0.0041767978877336395
92,Abstract,Breakbeat,0.020768668979368268
93,Breakbeat,Abstract,0.024396782841823058
94,Abstract,Dark_Ambient,0.05536790213620595
95,Dark_Ambient,Abstract,0.09089546646684152
96,Abstract,Disco,0.0077597224758079245
97,Disco,Abstract,0.003095467870864364
98,Abstract,Downtempo,0.08937374475077597
99,Downtempo,Abstract,0.051766074450084604
100,Abstract,Dub,0.02277706773781267
101,Dub,Abstract,0.026975889285328142
102,Abstract,Dub_Techno,0.007577140770494796
103,Dub_Techno,Abstract,0.031972265023112484
104,Abstract,Easy_Listening,0.002054044184772686
105,Easy_Listening,Abstract,0.0013753476573244903
106,Abstract,Electro,0.055824356399488774
107,Electro,Abstract,0.022967998798076924
108,Abstract,Europop,0.000502099689611101
109,Europop,Abstract,0.0005009563712542126
110,Abstract,Field_Recording,0.02989775424502465
111,Field_Recording,Abstract,0.10150317681698434
112,Abstract,Folk_Rock,0.004381960927515063
113,Folk_Rock,Abstract,0.002960678488820355
114,Abstract,Free_Jazz,0.005796969143691802
115,Free_Jazz,Abstract,0.020098116790631428
116,Abstract,Gabber,0.0021909804637575314
117,Gabber,Abstract,0.009619238476953907
118,Abstract,Glitch,0.04391090012780719
119,Glitch,Abstract,0.23186309954205833
120,Abstract,Goa_Trance,0.0006846813949242285
121,Goa_Trance,Abstract,0.004846526655896607
122,Abstract,House,0.023096585722110645
123,House,Abstract,0.004942226736860612
124,Abstract,IDM,0.0938469965309476
125,IDM,Abstract,0.13374097443569896
126,Abstract,Industrial,0.07992514150082161
127,Industrial,Abstract,0.05792259345021502
128,Abstract,Neofolk,0.005431805733065547
129,Neofolk,Abstract,0.03711790393013101
130,Abstract,Noise,0.13282819061530035
131,Noise,Abstract,0.09638634030008943
132,Abstract,Tech_House,0.00575132371736352
133,Tech_House,Abstract,0.0042047654007875595
134,Alternative_Rock,Ambient,0.009144203947074004
135,Ambient,Alternative_Rock,0.008775697188341064
136,Alternative_Rock,Breakbeat,0.0037143666930202724
137,Breakbeat,Alternative_Rock,0.013351206434316355
138,Alternative_Rock,Dark_Ambient,0.001118785148500082
139,Dark_Ambient,Alternative_Rock,0.005620082427875608
140,Alternative_Rock,Disco,0.0035651953398869282
141,Disco,Alternative_Rock,0.004351863653744605
142,Alternative_Rock,Downtempo,0.010606083207780777
143,Downtempo,Alternative_Rock,0.01879758883248731
144,Alternative_Rock,Dub,0.004728731894327013
145,Dub,Alternative_Rock,0.01713698778246297
146,Alternative_Rock,Dub_Techno,0.00010441994719334099
147,Dub_Techno,Alternative_Rock,0.0013482280431432975
148,Alternative_Rock,Easy_Listening,0.0006116025478467115
149,Easy_Listening,Alternative_Rock,0.00125309453222898
150,Alternative_Rock,Electro,0.016021003326521174
151,Electro,Alternative_Rock,0.020169771634615384
152,Alternative_Rock,Europop,0.003669615287080269
153,Europop,Alternative_Rock,0.011203206120776027
154,Alternative_Rock,Experimental,0.04612378238883005
155,Experimental,Alternative_Rock,0.03502412722865363
156,Alternative_Rock,Field_Recording,0.0002834255709533541
157,Field_Recording,Alternative_Rock,0.0029443669611033626
158,Alternative_Rock,Folk_Rock,0.03990333696316959
159,Folk_Rock,Alternative_Rock,0.08249807247494217
160,Alternative_Rock,Free_Jazz,0.0009546966600534033
161,Free_Jazz,Alternative_Rock,0.01012818483937332
162,Alternative_Rock,Gabber,0.00011933708250667541
163,Gabber,Alternative_Rock,0.0016032064128256513
164,Alternative_Rock,Glitch,0.00047734833002670166
165,Glitch,Alternative_Rock,0.007712701855868884
166,Alternative_Rock,Goa_Trance,5.966854125333771e-05
167,Goa_Trance,Alternative_Rock,0.0012924071082390954
168,Alternative_Rock,House,0.007518236197920552
169,House,Alternative_Rock,0.004922692243829542
170,Alternative_Rock,IDM,0.0017900562376001313
171,IDM,Alternative_Rock,0.007805893449554413
172,Alternative_Rock,Industrial,0.019093933201068065
173,Industrial,Alternative_Rock,0.04234204432682766
174,Alternative_Rock,Minimal,0.0014767963960201083
175,Minimal,Alternative_Rock,0.004363732534050337
176,Alternative_Rock,Neofolk,0.001745304831660128
177,Neofolk,Alternative_Rock,0.03649407361197754
178,Alternative_Rock,Noise,0.014439786983307725
179,Noise,Alternative_Rock,0.032062535192607065
180,Alternative_Rock,Tech_House,0.0008353595775467279
181,Tech_House,Alternative_Rock,0.0018687846225722486
182,Alternative_Rock,Techno,0.0035801124752002627
183,Techno,Alternative_Rock,0.003028773346794548
184,Ambient,Dark_Ambient,0.05014888621657218
185,Dark_Ambient,Ambient,0.26249531659797676
186,Ambient,Disco,0.004437954532440016
187,Disco,Ambient,0.00564467670569384
188,Ambient,Downtempo,0.1278703544637233
189,Downtempo,Ambient,0.23614636209813875
190,Ambient,Dub,0.025181812976006412
191,Dub,Ambient,0.0950913612282409
192,Ambient,Dub_Techno,0.020772490408291818
193,Dub_Techno,Ambient,0.27946841294298924
194,Ambient,Easy_Listening,0.0031924640668842697
195,Easy_Listening,Ambient,0.006815611724074697
196,Ambient,Electro,0.04165950867548531
197,Electro,Ambient,0.05464993990384615
198,Ambient,Europop,0.0008016950123117448
199,Europop,Ambient,0.0025503233445669004
200,Ambient,Field_Recording,0.025153181011280994
201,Field_Recording,Ambient,0.27227646056097937
202,Ambient,Folk_Rock,0.0038366832732062072
203,Folk_Rock,Ambient,0.008265227447956823
204,Ambient,Free_Jazz,0.0017179178835251675
205,Free_Jazz,Ambient,0.018990346573824972
206,Ambient,Gabber,0.0009305388535761324
207,Gabber,Ambient,0.013026052104208416
208,Ambient,Glitch,0.017594342323770256
209,Glitch,Ambient,0.29621595565196435
210,Ambient,Goa_Trance,0.002906144419630075
211,Goa_Trance,Ambient,0.06558966074313409
212,Ambient,House,0.025539712535074158
213,House,Ambient,0.017424767783714094
214,Ambient,IDM,0.07843726736528661
215,IDM,Ambient,0.3564040850842386
216,Ambient,Industrial,0.04462291702456623
217,Industrial,Ambient,0.10310949388025141
218,Ambient,Minimal,0.050334993987287406
219,Minimal,Ambient,0.1549786221183938
220,Ambient,Neofolk,0.00687167153410067
221,Neofolk,Ambient,0.14971927635683094
222,Ambient,Noise,0.046870526255511656
223,Noise,Ambient,0.10844291345102845
224,Ambient,Tech_House,0.007143675198992155
225,Tech_House,Ambient,0.016652205833277714
226,Breakbeat,Dark_Ambient,0.004718498659517427
227,Dark_Ambient,Breakbeat,0.006594230048707381
228,Breakbeat,Disco,0.012171581769436998
229,Disco,Breakbeat,0.004133360039330651
230,Breakbeat,Downtempo,0.0839142091152815
231,Downtempo,Breakbeat,0.04137584602368866
232,Breakbeat,Dub,0.029222520107238605
233,Dub,Breakbeat,0.02946264461022813
234,Breakbeat,Dub_Techno,0.004182305630026809
235,Dub_Techno,Breakbeat,0.015023112480739599
236,Breakbeat,Easy_Listening,0.0004289544235924933
237,Easy_Listening,Breakbeat,0.0002445062501910205
238,Breakbeat,Electro,0.10621983914209115
239,Electro,Breakbeat,0.037203275240384616
240,Breakbeat,Europop,0.004557640750670241
241,Europop,Breakbeat,0.003871026505146188
242,Breakbeat,Experimental,0.05018766756032172
243,Experimental,Breakbeat,0.010602387802723092
244,Breakbeat,Field_Recording,0.00064343163538874
245,Field_Recording,Breakbeat,0.0018596001859600185
246,Breakbeat,Folk_Rock,0.0015013404825737265
247,Folk_Rock,Breakbeat,0.0008635312259059368
248,Breakbeat,Free_Jazz,0.00026809651474530834
249,Free_Jazz,Breakbeat,0.0007912644405760405
250,Breakbeat,Gabber,0.008364611260053618
251,Gabber,Breakbeat,0.0312625250501002
252,Breakbeat,Glitch,0.009973190348525469
253,Glitch,Breakbeat,0.04483007953723789
254,Breakbeat,Goa_Trance,0.0033780160857908846
255,Goa_Trance,Breakbeat,0.020355411954765753
256,Breakbeat,House,0.14595174262734584
257,House,Breakbeat,0.02658644501528574
258,Breakbeat,IDM,0.044879356568364615
259,IDM,Breakbeat,0.054446106810642034
260,Breakbeat,Industrial,0.019946380697050937
261,Industrial,Breakbeat,0.012305656632484287
262,Breakbeat,Minimal,0.0076675603217158175
263,Minimal,Breakbeat,0.006303169215850487
264,Breakbeat,Neofolk,0.00064343163538874
265,Neofolk,Breakbeat,0.0037429819089207735
266,Breakbeat,Noise,0.006487935656836461
267,Noise,Breakbeat,0.004007816899075883
268,Breakbeat,Tech_House,0.02348525469168901
269,Tech_House,Breakbeat,0.014616565440832945
270,Dark_Ambient,Disco,0.0012738853503184713
271,Disco,Dark_Ambient,0.0003095467870864364
272,Dark_Ambient,Downtempo,0.03357062570251031
273,Downtempo,Dark_Ambient,0.011844331641285956
274,Dark_Ambient,Dub,0.007043836642937429
275,Dub,Dark_Ambient,0.005081630446534761
276,Dark_Ambient,Dub_Techno,0.004720869239415512
277,Dub_Techno,Dark_Ambient,0.012134052388289676
278,Dark_Ambient,Easy_Listening,0.0003746721618583739
279,Easy_Listening,Dark_Ambient,0.00015281640636938783
280,Dark_Ambient,Electro,0.029973772948669913
281,Electro,Dark_Ambient,0.007512019230769231
282,Dark_Ambient,Europop,0.00029973772948669914
283,Europop,Dark_Ambient,0.00018216595318335004
284,Dark_Ambient,Experimental,0.3666541775946047
285,Experimental,Dark_Ambient,0.05542466187897873
286,Dark_Ambient,Field_Recording,0.02165605095541401
287,Field_Recording,Dark_Ambient,0.044785371145203784
288,Dark_Ambient,Folk_Rock,0.001423754215061821
289,Folk_Rock,Dark_Ambient,0.0005859676175790286
290,Dark_Ambient,Free_Jazz,0.0009741476208317722
291,Free_Jazz,Dark_Ambient,0.0020572875454977053
292,Dark_Ambient,Gabber,0.0018733608092918695
293,Gabber,Dark_Ambient,0.00501002004008016
294,Dark_Ambient,Glitch,0.01566129636568003
295,Glitch,Dark_Ambient,0.050373583996143646
296,Dark_Ambient,Goa_Trance,0.00022480329711502435
297,Goa_Trance,Dark_Ambient,0.0009693053311793214
298,Dark_Ambient,House,0.0035968527538403896
299,House,Dark_Ambient,0.00046882783274567065
300,Dark_Ambient,IDM,0.03484451105282878
301,IDM,Dark_Ambient,0.030247837117023352
302,Dark_Ambient,Industrial,0.21378793555638817
303,Industrial,Dark_Ambient,0.0943764472378432
304,Dark_Ambient,Minimal,0.03941551142750094
305,Minimal,Dark_Ambient,0.0231850839687927
306,Dark_Ambient,Neofolk,0.020606968902210566
307,Neofolk,Dark_Ambient,0.08577666874610106
308,Dark_Ambient,Noise,0.15946047208692393
309,Noise,Dark_Ambient,0.07048458149779736
310,Dark_Ambient,Tech_House,0.0011989509179467965
311,Tech_House,Dark_Ambient,0.0005339384635920711
312,Dark_Ambient,Techno,0.036568002997377294
313,Techno,Dark_Ambient,0.0061585058051489144
314,Disco,Downtempo,0.022323785939292413
315,Downtempo,Disco,0.03241328257191201
316,Disco,Dub,0.00812105100238533
317,Dub,Disco,0.024110714671856416
318,Disco,Dub_Techno,0.000491633132431399
319,Dub_Techno,Disco,0.005200308166409861
320,Disco,Easy_Listening,0.010743094375352792
321,Easy_Listening,Disco,0.018032335951587763
322,Disco,Electro,0.05338771645514303
323,Electro,Disco,0.055063100961538464
324,Disco,Europop,0.02851472168102114
325,Europop,Disco,0.07131797067128154
326,Disco,Experimental,0.008521640962144248
327,Experimental,Disco,0.005301193901361546
328,Disco,Field_Recording,0.00010925180720697754
329,Field_Recording,Disco,0.0009298000929800093
330,Disco,Folk_Rock,0.004588575902693057
331,Folk_Rock,Disco,0.007771781033153431
332,Disco,Free_Jazz,0.0001274604417414738
333,Free_Jazz,Disco,0.0011077702168064568
334,Disco,Gabber,0.00014566907627597007
335,Gabber,Disco,0.0016032064128256513
336,Disco,Glitch,0.0002549208834829476
337,Glitch,Disco,0.003374307061942637
338,Disco,Goa_Trance,9.10431726724813e-05
339,Goa_Trance,Disco,0.0016155088852988692
340,Disco,House,0.12618583732405908
341,House,Disco,0.0676870183526562
342,Disco,IDM,0.0011471439756732642
343,IDM,Disco,0.004098094061016067
344,Disco,Industrial,0.001565942569966678
345,Industrial,Disco,0.002844856103208733
346,Disco,Minimal,0.0023489138549500172
347,Minimal,Disco,0.005686075726186803
348,Disco,Neofolk,0.0002185036144139551
349,Neofolk,Disco,0.0037429819089207735
350,Disco,Noise,0.0007283453813798504
351,Noise,Disco,0.0013248981484548375
352,Disco,Tech_House,0.0070103242957810594
353,Tech_House,Disco,0.01284789428018421
354,Disco,Techno,0.010615633933611318
355,Techno,Disco,0.0073573952549217565
356,Downtempo,Dub,0.06654505076142132
357,Dub,Downtempo,0.13606876419072333
358,Downtempo,Dub_Techno,0.0076406514382402705
359,Dub_Techno,Downtempo,0.05566255778120185
360,Downtempo,Easy_Listening,0.007376269035532995
361,Easy_Listening,Downtempo,0.00852715547541184
362,Downtempo,Electro,0.057714678510998305
363,Electro,Downtempo,0.04099684495192308
364,Downtempo,Europop,0.012822546531302877
365,Europop,Downtempo,0.02208762182348119
366,Downtempo,Experimental,0.10107339255499154
367,Experimental,Downtempo,0.04330441086518203
368,Downtempo,Field_Recording,0.0021150592216582064
369,Field_Recording,Downtempo,0.012397334573066791
370,Downtempo,Folk_Rock,0.0076406514382402705
371,Folk_Rock,Downtempo,0.008912875867386276
372,Downtempo,Free_Jazz,0.0007667089678510998
373,Free_Jazz,Downtempo,0.004589333755341035
374,Downtempo,Gabber,0.0006345177664974619
375,Gabber,Downtempo,0.004809619238476954
376,Downtempo,Glitch,0.014778976311336718
377,Glitch,Downtempo,0.13473126054470957
378,Downtempo,Goa_Trance,0.006318739424703891
379,Goa_Trance,Downtempo,0.07722132471728595
380,Downtempo,House,0.12494712351945854
381,House,Downtempo,0.04616000703241749
382,Downtempo,IDM,0.07085448392554991
383,IDM,Downtempo,0.1743316203733819
384,Downtempo,Industrial,0.01245241116751269
385,Industrial,Downtempo,0.015580549123387364
386,Downtempo,Minimal,0.01541349407783418
387,Minimal,Downtempo,0.025697536033851987
388,Downtempo,Neofolk,0.002590947546531303
389,Neofolk,Downtempo,0.03056768558951965
390,Downtempo,Noise,0.004626692047377327
391,Noise,Downtempo,0.005796429399489914
392,Downtempo,Tech_House,0.016973350253807105
393,Tech_House,Downtempo,0.02142428085163185
394,Downtempo,Techno,0.05057635363790186
395,Techno,Downtempo,0.024141847551741546
396,Dub,Dub_Techno,0.02270515731430425
397,Dub_Techno,Dub,0.08089368258859785
398,Dub,Easy_Listening,0.0009730781706130393
399,Easy_Listening,Dub,0.0005501390629297962
400,Dub,Electro,0.043626337982484595
401,Electro,Dub,0.015155498798076924
402,Dub,Europop,0.0013514974591847767
403,Europop,Dub,0.0011385372073959377
404,Dub,Experimental,0.08487404043680398
405,Experimental,Dub,0.017783919711832536
406,Dub,Field_Recording,0.00151367715428695
407,Field_Recording,Dub,0.004339067100573377
408,Dub,Folk_Rock,0.0036220131906152015
409,Folk_Rock,Dub,0.0020663068619892057
410,Dub,Free_Jazz,0.0011352578657152124
411,Free_Jazz,Dub,0.00332331065041937
412,Dub,Gabber,0.0005405989836739107
413,Gabber,Dub,0.002004008016032064
414,Dub,Glitch,0.008271164450210833
415,Glitch,Dub,0.0368763557483731
416,Dub,Goa_Trance,0.0027570548167369447
417,Goa_Trance,Dub,0.016478190630048465
418,Dub,House,0.04822142934371283
419,House,Dub,0.008712383891857047
420,Dub,IDM,0.021407719753486862
421,IDM,Dub,0.025759448383529567
422,Dub,Industrial,0.021083360363282518
423,Industrial,Dub,0.012901091630830301
424,Dub,Minimal,0.02124554005838469
425,Minimal,Dub,0.017322695816987702
426,Dub,Neofolk,0.0010811979673478213
427,Neofolk,Dub,0.006238303181534623
428,Dub,Noise,0.008433344145313007
429,Noise,Dub,0.005167102778973866
430,Dub,Tech_House,0.012812195913071683
431,Tech_House,Dub,0.007908963491957553
432,Dub,Techno,0.03859876743431722
433,Techno,Dub,0.00901060070671378
434,Dub_Techno,Easy_Listening,0.0001926040061633282
435,Easy_Listening,Dub_Techno,3.056328127387756e-05
436,Dub_Techno,Electro,0.03717257318952234
437,Electro,Dub_Techno,0.003624549278846154
438,Dub_Techno,Europop,0.0005778120184899846
439,Europop,Dub_Techno,0.00013662446488751253
440,Dub_Techno,Experimental,0.07010785824345146
441,Experimental,Dub_Techno,0.0041231508121700915
442,Dub_Techno,Field_Recording,0.007896764252696456
443,Field_Recording,Dub_Techno,0.0063536339686967305
444,Dub_Techno,Folk_Rock,0.0001926040061633282
445,Folk_Rock,Dub_Techno,3.0840400925212025e-05
446,Dub_Techno,Free_Jazz,0.0003852080123266564
447,Free_Jazz,Dub_Techno,0.0003165057762304162
448,Dub_Techno,Gabber,0.0003852080123266564
449,Gabber,Dub_Techno,0.0004008016032064128
450,Dub_Techno,Glitch,0.012134052388289676
451,Glitch,Dub_Techno,0.015184381778741865
452,Dub_Techno,Goa_Trance,0.000963020030816641
453,Goa_Trance,Dub_Techno,0.0016155088852988692
454,Dub_Techno,House,0.06375192604006163
455,House,Dub_Techno,0.0032329585966420207
456,Dub_Techno,IDM,0.04179506933744222
457,IDM,Dub_Techno,0.014115657321277564
458,Dub_Techno,Industrial,0.008859784283513097
459,Industrial,Dub_Techno,0.001521667217995369
460,Dub_Techno,Minimal,0.1174884437596302
461,Minimal,Dub_Techno,0.026887644906774803
462,Dub_Techno,Neofolk,0.0005778120184899846
463,Neofolk,Dub_Techno,0.0009357454772301934
464,Dub_Techno,Noise,0.006741140215716487
465,Noise,Dub_Techno,0.001159285879897983
466,Dub_Techno,Tech_House,0.08050847457627118
467,Tech_House,Dub_Techno,0.013949142361342854
468,Dub_Techno,Techno,0.33012326656394453
469,Techno,Dub_Techno,0.021630489651691065
470,Easy_Listening,Electro,0.0011308414071334698
471,Electro,Easy_Listening,0.0006948617788461539
472,Easy_Listening,Europop,0.0032702710963048993
473,Europop,Easy_Listening,0.004872939247654614
474,Easy_Listening,Experimental,0.0048901250038204105
475,Experimental,Easy_Listening,0.0018123739833714686
476,Easy_Listening,Field_Recording,0.00125309453222898
477,Field_Recording,Easy_Listening,0.0063536339686967305
478,Easy_Listening,Folk_Rock,0.003423087502674287
479,Folk_Rock,Easy_Listening,0.0034541249036237473
480,Easy_Listening,Free_Jazz,0.0012225312509551026
481,Free_Jazz,Easy_Listening,0.006330115524608324
482,Easy_Listening,Gabber,3.056328127387756e-05
483,Gabber,Easy_Listening,0.0002004008016032064
484,Easy_Listening,Glitch,9.16898438216327e-05
485,Glitch,Easy_Listening,0.0007230657989877079
486,Easy_Listening,Goa_Trance,3.056328127387756e-05
487,Goa_Trance,Easy_Listening,0.00032310177705977385
488,Easy_Listening,House,0.0018337968764326538
489,House,Easy_Listening,0.0005860347909320883
490,Easy_Listening,IDM,0.00012225312509551024
491,IDM,Easy_Listening,0.00026019644831848046
492,Easy_Listening,Industrial,0.00012225312509551024
493,Industrial,Easy_Listening,0.00013231888852133642
494,Easy_Listening,Minimal,0.0002750695314648981
495,Minimal,Easy_Listening,0.00039670295764093977
496,Easy_Listening,Neofolk,0.0002445062501910205
497,Neofolk,Easy_Listening,0.002495321272613849
498,Easy_Listening,Noise,0.0001833796876432654
499,Noise,Easy_Listening,0.00019873472226822564
500,Easy_Listening,Tech_House,9.16898438216327e-05
501,Tech_House,Easy_Listening,0.00010011346192351331
502,Easy_Listening,Techno,0.00030563281273877566
503,Techno,Easy_Listening,0.00012619888944977284
504,Electro,Europop,0.007662259615384615
505,Europop,Electro,0.018580927224701702
506,Electro,Experimental,0.07602163461538461
507,Experimental,Electro,0.04585306177929816
508,Electro,Field_Recording,0.0006573016826923077
509,Field_Recording,Electro,0.005423833875716721
510,Electro,Folk_Rock,0.002892127403846154
511,Folk_Rock,Electro,0.004749421742482652
512,Electro,Free_Jazz,0.0003943810096153846
513,Free_Jazz,Electro,0.00332331065041937
514,Electro,Gabber,0.0010141225961538462
515,Gabber,Electro,0.010821643286573146
516,Electro,Glitch,0.008282001201923076
517,Glitch,Electro,0.10629067245119306
518,Electro,Goa_Trance,0.0007136418269230769
519,Goa_Trance,Electro,0.012277867528271405
520,Electro,House,0.15842848557692307
521,House,Electro,0.08239649160505162
522,Electro,Industrial,0.078369140625
523,Industrial,Electro,0.1380416804498842
524,Electro,Neofolk,0.0011268028846153845
525,Neofolk,Electro,0.018714909544603867
526,Electro,Noise,0.009652944711538462
527,Noise,Electro,0.017024941207644664
528,Europop,Experimental,0.0015484106020584752
529,Experimental,Europop,0.0003851294714664371
530,Europop,Field_Recording,9.108297659167502e-05
531,Field_Recording,Europop,0.0003099333643266698
532,Europop,Folk_Rock,0.005282812642317151
533,Folk_Rock,Europop,0.003577486507324595
534,Europop,Free_Jazz,4.554148829583751e-05
535,Free_Jazz,Europop,0.0001582528881152081
536,Europop,Gabber,4.554148829583751e-05
537,Gabber,Europop,0.0002004008016032064
538,Europop,Glitch,9.108297659167502e-05
539,Glitch,Europop,0.00048204386599180526
540,Europop,Goa_Trance,0.00013662446488751253
541,Goa_Trance,Europop,0.0009693053311793214
542,Europop,House,0.07109026322980234
543,House,Europop,0.015246671810749832
544,Europop,IDM,0.00013662446488751253
545,IDM,Europop,0.00019514733623886033
546,Europop,Industrial,0.0005464978595500501
547,Industrial,Europop,0.00039695666556400925
548,Europop,Minimal,0.0005464978595500501
549,Minimal,Europop,0.0005289372768545863
550,Europop,Neofolk,0.0004554148829583751
551,Neofolk,Europop,0.0031191515907673115
552,Europop,Noise,0.00013662446488751253
553,Noise,Europop,9.936736113411282e-05
554,Europop,Tech_House,0.002413698879679388
555,Tech_House,Europop,0.0017686711606487353
556,Europop,Techno,0.009381546588942526
557,Techno,Europop,0.0025996971226653204
558,Experimental,Field_Recording,0.021691851113477267
559,Field_Recording,Experimental,0.2967611963427863
560,Experimental,Folk_Rock,0.012301488412133844
561,Folk_Rock,Experimental,0.033492675404780264
562,Experimental,Free_Jazz,0.008076391563399107
563,Free_Jazz,Experimental,0.11283430922614338
564,Experimental,Gabber,0.0023221041661946945
565,Gabber,Experimental,0.041082164328657314
566,Experimental,Glitch,0.0213973403411794
567,Glitch,Experimental,0.45529043142926007
568,Experimental,Goa_Trance,0.0007022949185564441
569,Goa_Trance,Experimental,0.020032310177705976
570,Experimental,House,0.01422713576946603
571,House,Experimental,0.012267661623511715
572,Experimental,IDM,0.051482748465145785
573,IDM,Experimental,0.2956482144018734
574,Experimental,Industrial,0.09552343626107247
575,Industrial,Experimental,0.2789612967251075
576,Experimental,Minimal,0.04640810131170567
577,Minimal,Experimental,0.1805880019394367
578,Experimental,Neofolk,0.00782719014068553
579,Neofolk,Experimental,0.2155333749220212
580,Experimental,Noise,0.13033234407920075
581,Noise,Experimental,0.381106952403034
582,Experimental,Tech_House,0.003534129267574364
583,Tech_House,Experimental,0.010411800040045384
584,Field_Recording,Folk_Rock,0.002634433596776693
585,Folk_Rock,Field_Recording,0.0005242868157286045
586,Field_Recording,Free_Jazz,0.004958933829226716
587,Free_Jazz,Field_Recording,0.00506409241968666
588,Field_Recording,Gabber,0.001394700139470014
589,Gabber,Field_Recording,0.0018036072144288577
590,Field_Recording,Glitch,0.01208740120874012
591,Glitch,Field_Recording,0.018799710773680405
592,Field_Recording,Goa_Trance,0.0001549666821633349
593,Goa_Trance,Field_Recording,0.00032310177705977385
594,Field_Recording,House,0.0018596001859600185
595,House,Field_Recording,0.00011720695818641766
596,Field_Recording,IDM,0.008523167518983419
597,IDM,Field_Recording,0.0035777011643791062
598,Field_Recording,Industrial,0.029598636293196964
599,Industrial,Field_Recording,0.006318226926893814
600,Field_Recording,Minimal,0.038586703858670385
601,Minimal,Field_Recording,0.010975448494732667
602,Field_Recording,Neofolk,0.005268867193553386
603,Neofolk,Field_Recording,0.010605115408608859
604,Field_Recording,Noise,0.08616147528281419
605,Noise,Field_Recording,0.01841608426352224
606,Field_Recording,Tech_House,0.0007748334108166745
607,Tech_House,Field_Recording,0.0001668557698725222
608,Field_Recording,Techno,0.00790330079033008
609,Techno,Field_Recording,0.0006436143361938415
610,Folk_Rock,Free_Jazz,0.0007093292212798767
